15108,24200
4101,10250
19592,39400
8585,20250
13069,30800
2063,4925
17554,28900
6547,16850
11031,19100
25,1610
15515,24900
4509,13325
20000,31900
8993,25850
13477,33600
2470,5871
17961,29600
6955,16900
11439,19600
432,68004
15923,27600
4916,15167
9401,21700
13885,35500
2878,6783
18369,29400
7362,17500
11846,21100
840,2288
16331,25300
5324,12967
9808,22700
14292,24000
3286,8480
18777,30000
7770,18800
12254,21300
1247,3267
16738,37800
5732,13600
10216,18000
14700,23000
3693,8900
19184,41100
8178,24600
12662,22100
1655,3850
17146,28500
6139,10433
10623,18400
