18976,29177520
20000,31398440
19488,29210940
17953,27237680
18465,28158400
16930,25740120
17442,25977360
15907,24329640
16419,24573900
14884,22631500
15396,24292560
14373,21466620
13861,21044280
13350,20238620
12838,19667980
12326,18688800
11815,17891420
11303,17077180
10280,15517660
10792,15907300
9769,14588220
9257,13840200
8234,11830320
8746,13212540
7211,11260000
7723,11382160
5676,8251860
6188,8969720
6700,9858660
4653,6716460
5165,7404620
4142,6174700
3630,5058840
3119,4483740
2607,3668760
1584,2088840
2096,3024500
1073,1527540
561,707480
50,11580
