18976,10549540
20000,11198220
19488,10941620
17953,9887280
18465,10531280
16930,9379020
17442,9768980
15907,8878100
16419,9052120
14884,8352600
15396,8283580
14373,7909920
13861,7458400
13350,7169800
12838,7014320
12326,6550600
11815,6293720
11303,6018900
10280,5413880
10792,5725580
9769,5215700
9257,4855200
8234,4383060
8746,4528620
7211,3667260
7723,4012080
5676,2771600
6188,3100000
6700,3432700
4653,2298040
5165,2623320
4142,2036540
3630,1722740
3119,1477760
2607,1187600
1584,693780
2096,959460
1073,446520
561,220320
50,11380
