18976,8069160
20000,8707800
19488,8537740
17953,7579640
18465,7859080
16930,7146440
17442,7375780
15907,6678280
16419,6920440
14884,6170900
15396,6369940
14373,5910400
13861,5686020
13350,5401180
12838,5142580
12326,4949500
11815,4668900
11303,4630980
10280,4056380
10792,4379980
9769,3849160
9257,3654100
8234,3249980
8746,3376940
7211,2822080
7723,2958660
5676,2450280
6188,2296180
6700,2602460
4653,1734120
5165,1972120
4142,1495540
3630,1300660
3119,1066160
2607,866860
1584,499820
2096,678440
1073,316420
561,151400
50,8860
